0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
0,0.8218
